Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Gekkan,"As the mogu clans battle for supremacy, the cunning Gekkan leads his fearsome saurok raiding party into the palace's fabled treasure caches. Loyalty is not usually ascribed to these ruthless reptilian beings, but Gekkan's courage and tactical brilliance inspire a sense of honor in his soldiers.",0.447903,0.759134,690,321,0,2,5911,454,0,0,-1
Sha of Anger,"The Sha of Anger, the physical manifestation of rage, has escaped from the Shado-pan Monastery in Kun-Lai Summit. Amid the brutal conflicts gripping Pandaria, the dark entity has grown ever more powerful. Recently, the sha has been seen wandering Kun-Lai, using negative energies to corrupt everything the being encounters.",0.67659,0.746956,691,322,0,1,5937,379,0,0,-1
General Pa'valak,"The pragmatic General Pa'valak does not fear the pandaren or their allies, and he does not differentiate between using his own might and that of his mantid armies to defeat his enemies. Victory is the only honor he seeks, and Pa'valak will not tolerate failure should his minions fall short of their goal.",0.553142,0.462788,692,324,0,3,5955,457,0,0,-1
Vizier Jin'bak,"Vizier Jin'bak roams just beyond the mantid's natural bridge, collecting the tree root's precious sap. Using his vast alchemical knowledge, this formidable being is transforming the substance into weapons and other tools that will help advance the siege on Niuzao Temple.",0.470491,0.521028,693,324,0,1,5957,458,0,0,-1
Adarogg,Ragefire Chasm's trogg population has rapidly declined in recent months for one reason: Adarogg. This ravenous flame hound was among the first of his kind ripped from the Firelands by dark shaman. Adarogg's handlers feed the unruly beast over twice his weight in trogg flesh per day to keep him appeased.,0.69273,0.650206,694,226,0,1,5961,213,0,0,-1
Dark Shaman Koranthal,"Koranthal has always believed that brute force is the only way to control Azeroth's elementals. His extreme views led him to join the ranks of the sinister Twilight's Hammer. When the cult fell, the orc and other like-minded shaman secretly infiltrated Ragefire Chasm to continue practicing their dark arts.",0.540467,0.300412,695,226,0,2,5963,213,0,0,-1
Slagmaw,"Unlike other lava worms enslaved by the dark shaman, Slagmaw has proven to be nearly impossible to control. The beast lives to dig through the depths of the earth, and it cares nothing for the consequences of its actions, or the damage it causes to anyone who stands in its way.",0.40878,0.574074,696,226,0,3,5965,213,0,0,-1
Lava Guard Gordoth,"Hubris drove the brilliant shaman Gordoth to act as a living conduit for energies pulled from the Firelands. He and his allies had hoped to mimic the creation of elemental ascendants in the Twilight's Hammer cult. Instead, the explosive influx of power drove Gordoth insane and mutated his body into a hideous form.",0.342936,0.816872,697,226,0,4,5967,213,0,0,-1
Xin the Weaponmaster,"The title of weaponmaster has many definitions among Azeroth's inhabitants. To Xin, it means that mogu weaponry obeys his every command. The king is more than willing to demonstrate his deadly skills to anyone who questions his right to rule Pandaria.",0.402832,0.861004,698,321,0,3,5970,455,0,2,3
Trial of the King,"Ming the Cunning, Kuai the Brute, and Haiyan the Unstoppable have journeyed to the palace with their clans, vying to prove their worth to their king. Yet these mogu factions are plagued with bitter rivalries. Violence threatens to flood the palatial grounds unless the bickering clans can find a way to test their strength without coming to blows with one another.",0.401895,0.70433,708,321,0,0,6015,453,0,0,-1
Sha of Fear,"The Sha of Fear is the physical manifestation of terror in Pandaria. Imprisoned by the legendary pandaren emperor Shaohao long ago, the entity has been newly strengthened by rising conflict across the island.",0.308525,0.493234,709,320,0,4,6086,456,0,0,-1
Garalon,It may be time to reconsider stepping on bugs. Don't make fun of this hulking behemoth's tiny wings; that'll just make him angry.,0.665428,0.167832,713,330,0,3,6122,475,0,0,-1
Salyis's Warband,"The ruthless saurok roam Pandaria, stealing what they can and harassing the island's other inhabitants. The most infamous of these reptilian pillagers are Chief Salyis and his warband. For years, the saurok commander and his raiders have stormed through the Valley of the Four Winds atop Galleon, a colossal and well-armed mushan that is more a moving fortress than a simple mount.",0.716849,0.644829,725,322,0,1,6141,376,0,0,-1
Elegon,"Dedicated to the advancement of their empire, the mogu salvaged and repurposed titan technology to generate untold power in the depths of this ancient complex. Why these energies have been focused into the cold will of a celestial dragon is a mystery that lies at the very heart of the vaults.",0.207037,0.511502,726,317,0,5,6171,473,0,0,-1
Wing Leader Ner'onok,"Wing Leader Ner'onok's decisive blows have won a hundred battles. The small gains General Pa'valak has made are nothing compared to the victory Ner'onok believes he could achieve if he were in command. Although his aerial attacks have thus far devastated the temple's guardians, the winged terror still longs for a chance to prove his superiority over the general.",0.576454,0.219215,727,324,0,4,6477,457,0,0,-1
Blood Guard Porung,"During the bloody siege of Shattrath, Porung stormed an enclave of draenei paladins who had barricaded themselves within a corner of the city. He single-handedly slaughtered the defenders, but suffered a grave injury that left him incapable of following the Horde when it later stormed Azeroth. Now recovered, Porung serves Warchief Kargath Bladefist in Hellfire Citadel, hoping to make up for the glorious battles he has missed and write his name in orcish history with the blood of his enemies.",0.296846,0.146568,728,259,0,2,6216,246,0,2,2
Lei Shi,"For countless years, this friendly water spirit frolicked in the Fountains of Endless Spring with childlike wonder and glee. When fighting suddenly broke out in this peaceful place, Lei Shi saw the crystal-clear water turn cloudy and murky, and terror fell over her mind.",0.538566,0.493234,729,320,0,3,6493,456,0,0,-1
Amber-Shaper Un'sok,"Eager to please his empress, Un'sok has produced several innovative concoctions. Yet this brilliant young alchemist's proximity to the mantid queen has allowed the sha's negative energies to take root in his mind. Now, Un'sok's overwhelming fear of failure drives him to create increasingly deadlier weapons.",0.441137,0.736806,737,330,0,5,6243,475,0,0,-1
Commander Vo'jak,"What Commander Vo'jak lacks in strategic brilliance, he makes up for with raw ferocity. His devastating strikes were crucial to the mantid's exploitation of their insidious bridge, allowing them to infiltrate the island. Yet devising battle plans is for the mantid general; Vo'jak craves only blood.",0.362759,0.761788,738,324,0,2,6274,457,0,0,-1
Wind Lord Mel'jarak,"Wind Lord Mel'jarak commands the mantid's numerous aerial forces. Although he exudes arrogance, the cunning insectoid is fiercely protective of his soldiers and enjoys fighting at their side. Mel'jarak believes the mantid are superior to all other races, convinced that his kind cannot be defeated.",0.665765,0.328823,741,330,0,4,6328,475,0,0,-1
Tsulong,"Legends speak of a spiraling, golden serpent that can sometimes be seen high in the sky, basking in the sunlight above the clouds. The few who claim to have observed it themselves say the creature is fiercely protective of the terrace.",0.690121,0.493234,742,320,0,2,6310,456,0,0,-1
Grand Empress Shek'zeer,"The ancient Klaxxi order has come to a mournful decision: the tainted grand empress Shek'zeer must be deposed. Traditionally, mantid rulers are displaced in their old age by a carefully chosen successor. However, Shek'zeer's intended replacement is still too young and weak to unseat her, leaving the Klaxxi with no choice but to kill the current empress. If action is not taken against her soon, all of Pandaria may crumble before the mantid's ravenous swarms.",0.26793,0.736807,743,330,0,6,6336,475,0,0,-1
Blade Lord Ta'yak,"Ta'yak is known for his patience and intelligence. In battle, he is a master at discovering his opponent's weaknesses and awaiting the perfect opportunity to strike. Ta'yak's skill with a blade is unmatched, and he cherishes imparting his martial knowledge on young mantid warriors.",0.600812,0.196888,744,330,0,2,6345,474,0,0,-1
Imperial Vizier Zor'lok,"Zor'lok shrieks his proclamations so they're heard throughout the sprawling mantid palace. He is the Voice of the Empress, and his words alone inspire the insectoid race's warriors to give their lives without question. Unwaveringly loyal, Zor'lok will stop at nothing to defend his beloved matriarch, regardless of the corruption within her.",0.690122,0.744926,745,330,0,1,6424,474,0,0,-1
Obsidian Sentinel,"The Obsidian Sentinel was responsible for guarding Uldaman's secrets until it was corrupted by an unknown force. Originally crafted from the same stone as the halls of Uldaman itself, this keeper has had the majority of its body replaced with dark glass capable of reflecting spells. Whatever was responsible for the Obsidian Sentinel's transformation must be incredibly potent, for it is not easy to alter the enchanted stone of a titan construct.",0.289425,0.597403,748,239,0,4,6448,230,0,0,-1
Commander Malor,"Malor and a handful of other courageous warriors risked everything to protect the Scarlet Bastion from being desecrated by the undead. Tragically, they failed. Balnazzar corrupted the fearless commander into one of his servants, transforming the zealot into a mockery of his former self.",0.29932,0.411874,749,236,0,3,6452,317,0,0,-1
"Nalak, The Storm Lord","When Lei Shen discovered a rare clutch of thundering cloud serpents, he was awed, and set to subjugating them. The largest hatchling fiercely resisted, and when Lei Shen visited the handling pens, he laughed mightily at the charred mogu that lined the walls. He took the hatchling for his own, and for its obedience, granted it power over the storms and the sky.  For thousands of years following the death of the Thunder King, Nalak has guarded the walls of his hidden citadel, awaiting his return.",0.605958,0.37335,814,322,0,3,6860,504,0,0,-1
Council of Elders,"The history of the troll tribes -- the Drakkari, the Farraki, the Amani, and the Gurubashi -- is awash with millennia of betrayal and conflict, but the Zandalari's promise of a new, unstoppable empire has finally united these disparate troll leaders.",0.49969,0.191094,816,362,0,3,7051,509,0,0,-1
Iron Qon,"Legends speak of the brutality of Qon and his quilen champions. The fearless mogu commander was dubbed ""Iron Qon"" by the Thunder King for his unrelenting resolve to claim victory after victory for the empire regardless of the cost.",0.34632,0.589981,817,362,0,10,6869,513,0,0,-1
Durumu the Forgotten,"Lei Shen commanded his sorcerers to mold an aberration that could peer into the hearts of his followers and detect betrayal. From this decree, Durumu was given life. The clever entity stubbornly obeyed its masters until the Thunder King's death, at which time it disappeared into the citadel's labyrinthine corridors. Only recently has Durumu, all but forgotten by the mogu, emerged from hiding.",0.711193,0.339517,818,362,0,7,6879,512,0,0,-1
Horridon,"The Zandalari brought powerful creatures with them to the Isle of the Thunder King to use as engines of war. Led by the War-God Jalak, the dinomancers of the Zandalari Beast Ward use ancient tribal magics to strengthen the great beasts and command obedience. The horns of Horridon, the fabled mount of Jalak himself, can tear through the stone walls of a keep as a blade cuts silk.",0.268397,0.787498,819,362,0,2,7078,509,0,0,-1
Primordius,"Deep within the bowels of Lei Shen's island citadel, mogu flesh-shapers formed the saurok out of a magical substance of unknown origin. When the citadel was abandoned, some experiments languished in the dark pools for far too long....",0.572632,0.782899,820,362,0,8,6947,512,0,0,-1
Megaera,"Even the most callous among the mogu quaver at the thought of the dark experiments performed at the Thunder King's behest. Long ago, a young cloud serpent was twisted into a multi-headed hydra and left to languish beneath Lei Shen's throne. Now the twisted creature lurks deep in the Forgotten Depths, awaiting the moment it may finally inflict its terrible agony upon others.",0.717377,0.252319,821,362,0,5,7006,510,0,0,-1
Dark Animus,"During his reign, Lei Shen labored to build a mechanical servant that would defend his citadel without fear. When his first attempt failed, rage took hold of the Thunder King. He poured this negative emotion into his next, and most successful, creation: the Dark Animus. To this day, the ornate construct observes its duty, empowered by the mysterious substance at the heart of all mogu flesh-shaping experiments.",0.426558,0.576073,824,362,0,9,7774,512,0,0,-1
Tortos,"Over the millennia, small amounts of mogu flesh-shaping magic seeped into the caverns below the Thunder King's citadel. The dark energies warped one of the chamber's native dragon turtles, melding it to the surrounding crystalline walls. Known as Tortos, this amalgamation of flesh and stone has since feasted on the cave's rich mineral deposits and grown to a colossal size.",0.315998,0.820793,825,362,0,4,7128,510,0,0,-1
Oondasta,"As the war against Lei Shen's island citadel began, Alliance and Horde scouts made an effort to intercept missives between the major Zandalari camps. One such exchange seemed to revolve around an unfamiliar Zandalari word, always surrounded by terms of conquest and power: Oondasta. Somewhere in Pandaria, the Zandalari Beast Ward raises their mighty beasts as engines of war, and is putting the finishing touches on this Loa-infused monstrosity. The exact location, however, remains unknown...",0.49957,0.540567,826,322,0,4,7146,507,0,0,-1
Jin'rokh the Breaker,"When the Thunder King awoke, he rewarded the most loyal and ambitious Zandalari trolls with power beyond their wildest dreams. The berserker Jin'rokh was one of the first to receive the King's blessing, and even though Lei Shen's gifts nearly tore his body apart, the troll is now capable of calling the fury of the storm in battle.",0.594929,0.25603,827,362,0,1,7747,508,0,0,-1
Ji-Kun,"Mogu flesh-shapers discarded their failed creations in an abyssal shaft beneath Lei Shen's keep. The reek of decay lured many scavengers to the refuse pit, including the great Ji-Kun. Ruthless and cunning, the monstrous bird devoured her rivals one-by-one until she held sole dominion over the shadowy tunnel.",0.493506,0.415584,828,362,0,6,7348,511,0,0,-1
Twin Consorts,"The Twin Consorts are said to be greatest of the Thunder King's treasures. Rumored to be the only known female mogu in existence, Lei Shen keeps his trophies close and their combined arsenal against interlopers closer.",0.779221,0.382189,829,362,0,11,7641,513,0,0,-1
Ra-den,"Lei Shen's life changed forever when he stumbled into a dark chamber below what are now the Mogu'shan Vaults. Legend has it he found an ancient titan keeper guarding a miraculous device known as the Engine of Nalak'sha. No one knows what transpired between the two beings, but Lei Shen later emerged from the site bristling with the power to forge an empire. The keeper's fate -- and his current whereabouts -- remain a mystery.",0.522925,0.810408,831,362,0,13,7176,515,0,2,12
Lei Shen,"Tyrant. Dictator. Conqueror. Emperor. These titles of the Thunder King were earned by bringing absolute misery to every race of Pandaria. Resurrected into a world where his people no longer rule, Lei Shen is bent on ending the farce and bringing the land under his heel once more.",0.507502,0.510046,832,362,0,12,7237,514,0,0,-1
Commander Kolurg,Commander Kolurg sought dangerous treasures to add to the Horde armories. His anger at his misfortune in the Halls of Stasis will not be eased when he thaws to find Alliance adventurers stealing his thunder.,0.187159,0.506146,833,281,0,1,7428,129,0,6,2
Grand Champions,"The Lich King is relentless, his undead armies pouring forth to overwhelm his foes. To prepare would-be champions against him, Highlord Tirion Fordring presents a test of courage, endurance, and teamwork. His hardened veterans will weed out those who lack the stomach to face the ravening throngs of undead.",0.512295,0.526639,834,284,0,2,7536,171,0,8,-1
Malkorok,"Malkorok has been Garrosh's most loyal and trusted lieutenant throughout the Pandaria campaign. When the Warchief needed a volunteer to infuse with the power of Y'Shaarj, it was only natural that Malkorok would offer without hesitation.",0.416543,0.423929,846,369,0,9,7872,563,0,0,-1
The Fallen Protectors,"The Golden Lotus and Shado-Pan guardians of the Vale of Eternal Blossoms were caught in the epicenter of the devastating blast that scarred the Vale, and torn apart by the dark energies. Their spirits linger in the place they once protected, confused and tormented by their failure.",0.258001,0.187593,849,369,0,2,7939,556,0,0,-1
General Nazgrim,"Once a grunt in service of the former warchief, Thrall, General Nazgrim rose quickly through the ranks after overwhelming victories in Grizzly Hills and the sunken city of Vashj'ir. Fiercely loyal to the Horde and bound by a rigorous code of honor and duty, Nazgrim will hold the line for his warchief until his dying breath.",0.652571,0.735466,850,369,0,8,7908,562,0,0,-1
Thok the Bloodthirsty,"When the Isle of Giants was discovered off the coast of Pandaria, teeming with primal devilsaurs, Garrosh sent men to capture some of the most fearsome specimens, hoping to subjugate them and use them as beasts of war. Countless orcish beastmasters have fallen to Thok's jaws as they struggle to tame him, yet the creature's thirst for blood remains unslaked.",0.513048,0.82127,851,369,0,11,7960,564,0,0,-1
Immerseus,"The ancient inhabitants of Pandaria recognized the vital importance of the lifegiving Pools of Power, building an underground system of aqueducts to safeguard the waters and nurture life in the Vale of Eternal Blossoms. The touch of corruption has animated and twisted these waters, and Immerseus stands as an unnatural embodiment of the Vale's sorrow.",0.418334,0.456307,852,369,0,1,8334,557,0,0,-1
Paragons of the Klaxxi,"The nine surviving Klaxxi'va Paragons are ancient champions of the mantid who fought alongside the Wakener against the madness of Empress Shek'zeer. But the paragons, as do all mantid, hold a far deeper loyalty. When Garrosh unearthed the heart of Y'Shaarj, the paragons followed the whispers of their ancient master to the iron halls beneath Orgrimmar.",0.683407,0.353028,853,369,0,13,8001,566,0,0,-1
Kor'kron Dark Shaman,"Haromm and Kardris trained thousands of shaman to whisper reverently to the elements to requisition their aid. The army of Garrosh, however, does not ask - they take what they desire in the name of the True Horde. Dark Shamanism forces the elements into servitude, twisting them into burned-out ash, corrupted waters, and toxic air.",0.475167,0.609457,856,369,0,7,8119,560,0,0,-1
"Chi-Ji, The Red Crane","The trial of Chi-Ji is a test of hope. Uncertain of the future of his people, Emperor Shaohao sought out the great Red Crane. The Great Crane challenged Shaohao to find the hope within himself, and cast off his uncertainty. Once the Sha of Doubt was vanquished, the Emperor became a beacon of hope for his people. To pass the trial of the Crane, warriors must believe in hope, even in the darkest of days.",0.355468,0.482353,857,322,0,5,8150,554,0,0,-1
"Yu'lon, The Jade Serpent","The trial of Yu'lon is a test of wisdom and faith. With omens of a bleak future floating through his mind, Emperor Shaohao climbed to the summit of Mount Neverest to seek the council of the Jade Serpent. Yu'lon urged Shaohao to cast off the dark emotions that plagued him, and through his trials, Emperor Shaohao would become one with the land. To pass the trial of the Serpent, warriors must be wise in their choices.",0.425436,0.622097,858,322,0,6,8157,554,0,0,-1
"Niuzao, The Black Ox","The trial of Niuzao is a test of bravery and fortitude.  When Emperor Shaohao was overcome with fear, the Black Ox counseled him to face his fears directly. After a protracted battle with the Sha of Fear, the Emperor emerged victorious. To pass the trial of the Ox, warriors must be resolute in the face of overwhelming danger.",0.424861,0.484212,859,322,0,7,8162,554,0,0,-1
"Xuen, The White Tiger","The trial of Xuen is simultaneously a test of strength and a test of restraint. When Xuen gave Emperor Shaohao a 10-foot-pole and asked him to strike one of Xuen's warriors, the Emperor could not land a blow. For without restraint, anger and hatred run wild. To pass the trial of the Tiger, warriors must harness their power, while burying their thoughts of violence.",0.357946,0.627334,860,322,0,8,8166,554,0,0,-1
"Ordos, Fire-God of the Yaungol","Ordos was once a shaman of the Yaungol who sacrificed himself to the flame, following the promises of the Fire Lords, in order to become a demigod. His flesh is eternally seared with fires, putting him in endless agony. Yaungol Fire-Keepers ritualistically set themselves ablaze to emulate the ascension of Ordos, and cast enchantments and prayers to ease his pain.",0.45584,0.307631,861,322,0,9,8171,554,0,0,-1
Iron Juggernaut,"This mechanical terror, designed nearly as much for intimidation as destruction, is the centerpiece of Garrosh's siege weaponry. Crafted in the image of the mighty Kor'kron war scorpion, the Iron Juggernaut guards the gates of Orgrimmar, crushing any who would rise up to challenge Garrosh's True Horde.",0.306253,0.385524,864,369,0,6,8177,559,0,0,-1
Siegecrafter Blackfuse,"Helix Blackfuse was the only goblin with the combination of engineering prowess, professionalism, and ruthlessness to satisfy Garrosh in his search for the engineer of the True Horde. A mercenary at heart, Blackfuse's love for his creations (and the gold they fetch) has forever linked his fate with that of his patron and Warchief.",0.587888,0.465288,865,369,0,12,8194,565,0,0,-1
Norushen,"Some say that the mogu race was created in the image of this titanic construct, left deep beneath Pandaria to watch over and guard the continent's darkest and most dangerous secret.",0.54259,0.592319,866,369,0,3,8215,558,0,0,-1
Sha of Pride,"The seventh sha, the Sha of Pride, was the final burden to which Emperor Shaohao clung, shrouding the land in mist and biding its time for millennia. When Garrosh awakened the Heart of Y'Shaarj, the force of his arrogance caused this dark energy to coalesce in the chamber where the Heart was unearthed.",0.293451,0.669129,867,369,0,4,8255,558,0,0,-1
Galakras,"Warlord Zaela formed a close bond with Garrosh during events in the Twilight Highlands, and she and her Dragonmaw orcs have pledged loyalty to Garrosh's cause. Riding atop the fearsome Galakras, a direct descendant of the cataclysmic progenitor of all dragonkind, Zaela oversees the naval defense of Orgrimmar.",0.772034,0.296898,868,369,0,5,8416,559,0,8,-1
Garrosh Hellscream,"Garrosh, son of Grommash Hellscream, first learned of his father's heroism when Thrall encountered the young orc in Outland. The seeds of pride were planted. Garrosh spearheaded Horde victories in Northrend and, as Warchief, consolidated Horde power amidst the chaos of the Cataclysm. But his visions of orc supremacy by any means have brought the armies of the world crashing down upon Orgrimmar... a final reckoning that Garrosh himself awaits with brutal relish.",0.494338,0.713442,869,369,0,14,8459,567,0,0,-1
Spoils of Pandaria,"When Garrosh gazed across Pandaria, he saw untapped power. During the course of his campaign, Garrosh has plundered weapons, treasures, and artifacts of the pandaren, the mogu, and the mantid. They are kept in a warehouse deep within his underground base, guarded by a mysterious security system that appears to be of Titan origins.",0.527819,0.292467,870,369,0,10,8350,564,0,0,-1
Galakras,"Warlord Zaela formed a close bond with Garrosh during events in the Twilight Highlands, and she and her Dragonmaw orcs have pledged loyalty to Garrosh's cause. Riding atop the fearsome Galakras, a direct descendant of the cataclysmic progenitor of all dragonkind, Zaela oversees the naval defense of Orgrimmar.",0.772034,0.296898,881,369,0,5,8536,559,0,4,-1
